osu file format v14

[General]
AudioFilename: audio.mp3
AudioLeadIn: 0
PreviewTime: -1
Countdown: 0
SampleSet: Normal
StackLeniency: 0
Mode: 0
LetterboxInBreaks: 0
WidescreenStoryboard: 0

[Editor]
DistanceSpacing: 0.1
BeatDivisor: 8
GridSize: 32
TimelineZoom: 1.600005

[Metadata]
Title:When Hate Takes Over
TitleUnicode:When Hate Takes Over
Artist:Imil
ArtistUnicode:Imil
Creator:TabletEasy
Version:ss
Source:
Tags:
BeatmapID:0
BeatmapSetID:-1

[Difficulty]
HPDrainRate:5
CircleSize:5
OverallDifficulty:5
ApproachRate:10
SliderMultiplier:1.4
SliderTickRate:1

[Events]
//Background and Video events
0,0,"SS_OSU_Cool.png",0,0
//Break Periods
//Storyboard Layer 0 (Background)
//Storyboard Layer 1 (Fail)
//Storyboard Layer 2 (Pass)
//Storyboard Layer 3 (Foreground)
//Storyboard Layer 4 (Overlay)
//Storyboard Sound Samples

[TimingPoints]
40,171.428571428571,4,1,0,100,1,0


[HitObjects]
320,256,40,5,0,0:0:0:0:
256,128,211,1,0,0:0:0:0:
192,256,382,1,0,0:0:0:0:
320,192,554,1,0,0:0:0:0:
192,128,725,1,0,0:0:0:0:
320,256,897,1,0,0:0:0:0:
320,128,1068,1,0,0:0:0:0:
256,256,1240,1,0,0:0:0:0:
256,128,1411,1,0,0:0:0:0:
192,256,1582,1,0,0:0:0:0:
320,192,1754,1,0,0:0:0:0:
192,128,1925,1,0,0:0:0:0:
320,256,2097,1,0,0:0:0:0:
320,128,2268,1,0,0:0:0:0:
256,256,2439,1,0,0:0:0:0:
192,128,2611,1,0,0:0:0:0:
320,192,2782,1,0,0:0:0:0:
192,256,2954,1,0,0:0:0:0:
320,128,3125,1,0,0:0:0:0:
256,256,3297,1,0,0:0:0:0:
192,128,3468,1,0,0:0:0:0:
320,256,3639,1,0,0:0:0:0:
256,128,3811,1,0,0:0:0:0:
192,256,3982,1,0,0:0:0:0:
320,192,4154,1,0,0:0:0:0:
192,192,4325,1,0,0:0:0:0:
320,256,4497,1,0,0:0:0:0:
320,128,4668,1,0,0:0:0:0:
256,256,4839,1,0,0:0:0:0:
192,128,5011,1,0,0:0:0:0:
320,256,5182,1,0,0:0:0:0:
256,128,5354,1,0,0:0:0:0:
192,256,5525,1,0,0:0:0:0:
320,192,5697,1,0,0:0:0:0:
192,128,5868,1,0,0:0:0:0:
192,160,5889,1,0,0:0:0:0:
256,256,6039,1,0,0:0:0:0:
320,256,6125,1,0,0:0:0:0:
320,192,6211,1,0,0:0:0:0:
320,128,6297,1,0,0:0:0:0:
256,128,6382,1,0,0:0:0:0:
192,256,6554,1,0,0:0:0:0:
320,128,6725,1,0,0:0:0:0:
256,256,6897,1,0,0:0:0:0:
192,128,7068,1,0,0:0:0:0:
320,224,7239,1,0,0:0:0:0:
320,256,7261,1,0,0:0:0:0:
192,256,7411,1,0,0:0:0:0:
192,192,7497,1,0,0:0:0:0:
256,192,7582,1,0,0:0:0:0:
320,192,7668,1,0,0:0:0:0:
320,128,7754,1,0,0:0:0:0:
192,128,7925,1,0,0:0:0:0:
192,192,8011,1,0,0:0:0:0:
192,256,8097,1,0,0:0:0:0:
320,128,8268,1,0,0:0:0:0:
192,192,8439,1,0,0:0:0:0:
320,256,8611,1,0,0:0:0:0:
320,224,8632,1,0,0:0:0:0:
192,128,8782,1,0,0:0:0:0:
192,192,8868,1,0,0:0:0:0:
192,256,8954,1,0,0:0:0:0:
256,256,9039,1,0,0:0:0:0:
320,256,9125,1,0,0:0:0:0:
256,128,9297,1,0,0:0:0:0:
192,256,9468,1,0,0:0:0:0:
320,128,9639,1,0,0:0:0:0:
256,128,9661,1,0,0:0:0:0:
192,128,9682,1,0,0:0:0:0:
192,192,9704,1,0,0:0:0:0:
192,256,9725,1,0,0:0:0:0:
256,256,9747,1,0,0:0:0:0:
320,256,9768,1,0,0:0:0:0:
320,192,9789,1,0,0:0:0:0:
320,128,9811,1,0,0:0:0:0:
256,128,9832,1,0,0:0:0:0:
192,128,9854,1,0,0:0:0:0:
192,192,9875,1,0,0:0:0:0:
192,256,9897,1,0,0:0:0:0:
256,256,9918,1,0,0:0:0:0:
320,256,9939,1,0,0:0:0:0:
320,192,9961,1,0,0:0:0:0:
320,128,9982,1,0,0:0:0:0:
256,128,10011,1,0,0:0:0:0:
192,128,10039,1,0,0:0:0:0:
192,192,10068,1,0,0:0:0:0:
192,256,10097,1,0,0:0:0:0:
256,256,10125,1,0,0:0:0:0:
320,256,10154,1,0,0:0:0:0:
320,192,10182,1,0,0:0:0:0:
320,128,10211,1,0,0:0:0:0:
256,128,10239,1,0,0:0:0:0:
192,128,10268,1,0,0:0:0:0:
192,192,10297,1,0,0:0:0:0:
192,256,10325,1,0,0:0:0:0:
256,256,10368,1,0,0:0:0:0:
320,256,10411,1,0,0:0:0:0:
320,192,10454,1,0,0:0:0:0:
320,128,10497,1,0,0:0:0:0:
256,128,10539,1,0,0:0:0:0:
192,128,10582,1,0,0:0:0:0:
192,192,10625,1,0,0:0:0:0:
192,256,10668,1,0,0:0:0:0:
256,256,10754,1,0,0:0:0:0:
320,256,10839,1,0,0:0:0:0:
320,192,10925,1,0,0:0:0:0:
320,128,11011,1,0,0:0:0:0:
256,128,11032,1,0,0:0:0:0:
192,128,11054,1,0,0:0:0:0:
192,192,11075,1,0,0:0:0:0:
256,192,11097,1,0,0:0:0:0:
320,192,11118,1,0,0:0:0:0:
320,256,11139,1,0,0:0:0:0:
256,256,11161,1,0,0:0:0:0:
192,256,11182,1,0,0:0:0:0:
192,192,11225,1,0,0:0:0:0:
192,128,11268,1,0,0:0:0:0:
256,128,11311,1,0,0:0:0:0:
320,128,11354,1,0,0:0:0:0:
320,192,11375,1,0,0:0:0:0:
320,256,11397,1,0,0:0:0:0:
256,256,11418,1,0,0:0:0:0:
256,192,11439,1,0,0:0:0:0:
256,128,11461,1,0,0:0:0:0:
192,128,11482,1,0,0:0:0:0:
192,192,11504,1,0,0:0:0:0:
192,256,11525,1,0,0:0:0:0:
256,256,11568,1,0,0:0:0:0:
320,256,11611,1,0,0:0:0:0:
320,192,11654,1,0,0:0:0:0:
320,128,11697,1,0,0:0:0:0:
256,128,11718,1,0,0:0:0:0:
256,192,11739,1,0,0:0:0:0:
256,256,11761,1,0,0:0:0:0:
192,256,11782,1,0,0:0:0:0:
192,192,11804,1,0,0:0:0:0:
256,192,11825,1,0,0:0:0:0:
320,192,11847,1,0,0:0:0:0:
320,256,11868,1,0,0:0:0:0:
256,256,11911,1,0,0:0:0:0:
256,192,11954,1,0,0:0:0:0:
256,128,11997,1,0,0:0:0:0:
192,128,12039,1,0,0:0:0:0:
192,192,12061,1,0,0:0:0:0:
192,256,12082,1,0,0:0:0:0:
256,256,12104,1,0,0:0:0:0:
320,256,12125,1,0,0:0:0:0:
320,192,12147,1,0,0:0:0:0:
256,192,12168,1,0,0:0:0:0:
192,192,12189,1,0,0:0:0:0:
192,128,12211,1,0,0:0:0:0:
256,128,12254,1,0,0:0:0:0:
256,192,12297,1,0,0:0:0:0:
256,256,12339,1,0,0:0:0:0:
320,256,12382,1,0,0:0:0:0:
320,192,12404,1,0,0:0:0:0:
320,128,12425,1,0,0:0:0:0:
256,128,12447,1,0,0:0:0:0:
256,192,12468,1,0,0:0:0:0:
256,256,12489,1,0,0:0:0:0:
192,256,12511,1,0,0:0:0:0:
192,192,12532,1,0,0:0:0:0:
192,128,12554,1,0,0:0:0:0:
256,128,12597,1,0,0:0:0:0:
320,128,12639,1,0,0:0:0:0:
320,192,12682,1,0,0:0:0:0:
320,256,12725,1,0,0:0:0:0:
256,256,12747,1,0,0:0:0:0:
256,192,12768,1,0,0:0:0:0:
256,128,12789,1,0,0:0:0:0:
192,128,12811,1,0,0:0:0:0:
192,192,12832,1,0,0:0:0:0:
192,256,12854,1,0,0:0:0:0:
256,256,12875,1,0,0:0:0:0:
320,256,12897,1,0,0:0:0:0:
320,192,12939,1,0,0:0:0:0:
320,128,12982,1,0,0:0:0:0:
256,128,13025,1,0,0:0:0:0:
192,128,13068,1,0,0:0:0:0:
192,192,13089,1,0,0:0:0:0:
192,256,13111,1,0,0:0:0:0:
256,256,13132,1,0,0:0:0:0:
320,256,13154,1,0,0:0:0:0:
320,192,13175,1,0,0:0:0:0:
320,128,13197,1,0,0:0:0:0:
256,128,13218,1,0,0:0:0:0:
192,128,13239,1,0,0:0:0:0:
192,192,13282,1,0,0:0:0:0:
256,192,13325,1,0,0:0:0:0:
320,192,13368,1,0,0:0:0:0:
320,256,13411,1,0,0:0:0:0:
256,256,13432,1,0,0:0:0:0:
192,256,13454,1,0,0:0:0:0:
192,192,13475,1,0,0:0:0:0:
256,192,13497,1,0,0:0:0:0:
320,192,13518,1,0,0:0:0:0:
320,128,13539,1,0,0:0:0:0:
256,128,13561,1,0,0:0:0:0:
192,128,13582,1,0,0:0:0:0:
192,192,13625,1,0,0:0:0:0:
256,192,13668,1,0,0:0:0:0:
320,192,13711,1,0,0:0:0:0:
320,256,13754,1,0,0:0:0:0:
256,256,13775,1,0,0:0:0:0:
192,256,13797,1,0,0:0:0:0:
192,192,13818,1,0,0:0:0:0:
256,192,13839,1,0,0:0:0:0:
320,192,13861,1,0,0:0:0:0:
320,128,13882,1,0,0:0:0:0:
256,128,13904,1,0,0:0:0:0:
192,128,13925,1,0,0:0:0:0:
192,192,13968,1,0,0:0:0:0:
192,256,14011,1,0,0:0:0:0:
256,256,14054,1,0,0:0:0:0:
320,256,14097,1,0,0:0:0:0:
320,192,14118,1,0,0:0:0:0:
256,192,14139,1,0,0:0:0:0:
192,192,14161,1,0,0:0:0:0:
192,128,14182,1,0,0:0:0:0:
256,128,14204,1,0,0:0:0:0:
256,192,14225,1,0,0:0:0:0:
256,256,14247,1,0,0:0:0:0:
320,256,14268,1,0,0:0:0:0:
320,192,14311,1,0,0:0:0:0:
320,128,14354,1,0,0:0:0:0:
256,128,14397,1,0,0:0:0:0:
192,128,14439,1,0,0:0:0:0:
192,192,14461,1,0,0:0:0:0:
192,256,14482,1,0,0:0:0:0:
256,256,14504,1,0,0:0:0:0:
320,256,14525,1,0,0:0:0:0:
320,192,14547,1,0,0:0:0:0:
256,192,14568,1,0,0:0:0:0:
192,192,14589,1,0,0:0:0:0:
192,128,14611,1,0,0:0:0:0:
256,128,14654,1,0,0:0:0:0:
320,128,14697,1,0,0:0:0:0:
320,192,14739,1,0,0:0:0:0:
320,256,14782,1,0,0:0:0:0:
256,256,14804,1,0,0:0:0:0:
192,256,14825,1,0,0:0:0:0:
192,192,14847,1,0,0:0:0:0:
256,192,14868,1,0,0:0:0:0:
320,192,14889,1,0,0:0:0:0:
320,128,14911,1,0,0:0:0:0:
256,128,14932,1,0,0:0:0:0:
192,128,14954,1,0,0:0:0:0:
192,192,14997,1,0,0:0:0:0:
192,256,15039,1,0,0:0:0:0:
256,256,15082,1,0,0:0:0:0:
320,256,15125,1,0,0:0:0:0:
320,192,15147,1,0,0:0:0:0:
320,128,15168,1,0,0:0:0:0:
256,128,15189,1,0,0:0:0:0:
256,192,15211,1,0,0:0:0:0:
256,256,15232,1,0,0:0:0:0:
192,256,15254,1,0,0:0:0:0:
192,192,15275,1,0,0:0:0:0:
192,128,15297,1,0,0:0:0:0:
256,128,15339,1,0,0:0:0:0:
320,128,15382,1,0,0:0:0:0:
320,192,15425,1,0,0:0:0:0:
320,256,15468,1,0,0:0:0:0:
256,256,15489,1,0,0:0:0:0:
192,256,15511,1,0,0:0:0:0:
192,192,15532,1,0,0:0:0:0:
256,192,15554,1,0,0:0:0:0:
320,192,15575,1,0,0:0:0:0:
320,128,15597,1,0,0:0:0:0:
256,128,15618,1,0,0:0:0:0:
192,128,15639,1,0,0:0:0:0:
192,192,15682,1,0,0:0:0:0:
256,192,15725,1,0,0:0:0:0:
320,192,15768,1,0,0:0:0:0:
320,256,15811,1,0,0:0:0:0:
256,256,15832,1,0,0:0:0:0:
